Index,Tag,Atag,Btag,pIC50_MMP12,Smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No
1329,A27B29,A27,B29,Not Made,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,35,82,
1330,A27B30,A27,B30,6.8,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,26,10,96,
1331,A27B31,A27,B31,5.2,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,21,>98,
1332,A27B32,A27,B32,4.2,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,26,48,>98,
1333,A27B33,A27,B33,6.5,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,13,97,
1334,A27B34,A27,B34,4.6,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O)C(C)C,26,40,>98,
1335,A27B35,A27,B35,5.3,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,26,27,97,
1336,A27B36,A27,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,47,91,
1337,A27B37,A27,B37,4,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,41,>98,
1338,A27B38,A27,B38,4.8,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,26,24,>98,
1339,A27B39,A27,B39,Inactive,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,43,96,
1340,A27B40,A27,B40,4.8,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,25,>98,
1341,A27B41,A27,B41,6.7,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,11,>98,
1342,A27B42,A27,B42,5.1,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,26,36,>98,
1343,A27B43,A27,B43,5.4,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,26,19,97,
1344,A27B44,A27,B44,4.5,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,28,>98,
1345,A27B45,A27,B45,Not Made,OC(=O)[C@H](Cc1cccs1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,26,30,98,
1346,A27B46,A27,B46,4.3,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,39,>98,
1347,A27B47,A27,B47,4.5,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,31,98,
1348,A27B48,A27,B48,6.7,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,7,>98,
1349,A27B49,A27,B49,Inactive,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,46,>98,
1350,A27B50,A27,B50,4.6,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3cccs3)C(=O)O,26,49,92,
1351,A28B01,A28,B01,6.4,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4,27,12,>98,
1352,A28B02,A28,B02,6.8,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(Br)cc4,27,5,>98,Gen-1
1353,A28B03,A28,B03,5.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(c4)N(=O)=O,27,16,97,
1354,A28B04,A28,B04,6.9,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,9,96,
1355,A28B05,A28,B05,5.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc5c6ccccc6oc45,27,32,94,
1356,A28B06,A28,B06,5.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc5Sc6ccccc6Sc45,27,37,96,
1357,A28B07,A28,B07,7,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,1,91,
1358,A28B08,A28,B08,5,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(c4)C(F)(F)F,27,33,97,
1359,A28B09,A28,B09,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4N(=O)=O,27,23,0,
1360,A28B10,A28,B10,Not Assayed,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,22,95,
1361,A28B11,A28,B11,6.3,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,17,>98,
1362,A28B12,A28,B12,Not Assayed,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(F)c4,27,18,95,
1363,A28B13,A28,B13,4.7,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,44,96,
1364,A28B14,A28,B14,4.7,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4Cl,27,26,96,
1365,A28B15,A28,B15,5.4,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4F,27,20,90,Gen-6
1366,A28B16,A28,B16,4.5,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,29,90,
1367,A28B17,A28,B17,Not Made,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,14,75,
1368,A28B18,A28,B18,6.9,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,3,>98,Gen-5
1369,A28B19,A28,B19,7.2,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,4,>98,
1370,A28B20,A28,B20,6.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(OCc5ccccc5)c(F)c4,27,6,98,
1371,A28B21,A28,B21,5.2,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4Oc5ccccc5,27,34,97,
1372,A28B22,A28,B22,4.6,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,42,93,
1373,A28B23,A28,B23,6.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc5OCOc5c4,27,15,94,
1374,A28B24,A28,B24,5.2,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,38,90,
1375,A28B25,A28,B25,6.9,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(OC(F)(F)F)cc4,27,2,>98,Gen-7
1376,A28B26,A28,B26,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4c(F)c(F)c(F)c(F)c4F,27,50,,
1377,A28B27,A28,B27,6.8,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,8,94,
1378,A28B28,A28,B28,5.1,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(Cl)c4Cl,27,45,98,
1379,A28B29,A28,B29,4.9,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,35,95,
1380,A28B30,A28,B30,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(/C=C/N(=O)=O)cc4,27,10,0,Gen-7
1381,A28B31,A28,B31,5.5,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,21,96,
1382,A28B32,A28,B32,4.4,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc5cccnc45,27,48,97,
1383,A28B33,A28,B33,6.4,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,13,97,
1384,A28B34,A28,B34,4.9,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)C(C)C,27,40,97,
1385,A28B35,A28,B35,5.4,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc5c6ccccc6sc45,27,27,>98,
1386,A28B36,A28,B36,Not Made,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,47,89,
1387,A28B37,A28,B37,4.7,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,41,>98,
1388,A28B38,A28,B38,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(C#N)c4,27,24,86,
1389,A28B39,A28,B39,4.4,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,43,92,
1390,A28B40,A28,B40,Not Made,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,25,80,
1391,A28B41,A28,B41,6.6,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,11,96,
1392,A28B42,A28,B42,4.6,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(OCc5ccccc5)c4,27,36,94,
1393,A28B43,A28,B43,6.1,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cc(F)c(F)c(F)c4,27,19,>98,
1394,A28B44,A28,B44,5.1,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,28,94,
1395,A28B45,A28,B45,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(F)c(C=O)c4,27,30,66,
1396,A28B46,A28,B46,4.8,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,39,94,
1397,A28B47,A28,B47,4.8,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,31,>98,
1398,A28B48,A28,B48,6.8,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,7,>98,
1399,A28B49,A28,B49,5.1,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,46,94,
1400,A28B50,A28,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,49,0,Gen-2
1401,A29B01,A29,B01,5.7,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,9,12,>98,
1402,A29B02,A29,B02,6.8,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,9,5,98,
1403,A29B03,A29,B03,4.8,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,9,16,93,
1404,A29B04,A29,B04,6.2,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,9,90,
1405,A29B05,A29,B05,4.3,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,9,32,80,
1406,A29B06,A29,B06,4.7,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,9,37,>98,
1407,A29B07,A29,B07,6.9,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,1,98,
1408,A29B08,A29,B08,5.2,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,9,33,95,
1409,A29B09,A29,B09,4.6,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,9,23,95,
1410,A29B10,A29,B10,5.1,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,22,92,
1411,A29B11,A29,B11,5.7,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,17,98,
1412,A29B12,A29,B12,5.7,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)C(=O)O,9,18,>98,
1413,A29B13,A29,B13,Inactive,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,44,>98,
1414,A29B14,A29,B14,Inactive,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)C(=O)O,9,26,>98,
1415,A29B15,A29,B15,5.2,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)C(=O)O,9,20,98,
1416,A29B16,A29,B16,4.3,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,29,>98,
1417,A29B17,A29,B17,6,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CO)cc2)C(=O)O,9,14,97,
1418,A29B18,A29,B18,7.6,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,3,>98,
1419,A29B19,A29,B19,7.2,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,4,>98,
1420,A29B20,A29,B20,7.1,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)C(=O)O,9,6,97,
1421,A29B21,A29,B21,4.5,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)C(=O)O,9,34,97,
1422,A29B22,A29,B22,Inactive,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,42,93,
1423,A29B23,A29,B23,5.9,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,9,15,98,
1424,A29B24,A29,B24,5.6,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,38,96,
1425,A29B25,A29,B25,7.2,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,9,2,>98,
1426,A29B26,A29,B26,Not Made,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,9,50,,
1427,A29B27,A29,B27,6.5,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,8,>98,
1428,A29B28,A29,B28,4.2,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,9,45,92,
1429,A29B29,A29,B29,5.3,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,9,35,93,
1430,A29B30,A29,B30,Not Made,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,9,10,65,
1431,A29B31,A29,B31,5.9,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,21,91,
1432,A29B32,A29,B32,Inactive,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,9,48,96,
1433,A29B33,A29,B33,Not Made,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,9,13,64,
1434,A29B34,A29,B34,5,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O)C(C)C,9,40,98,
1435,A29B35,A29,B35,4,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,9,27,>98,
1436,A29B36,A29,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,47,>98,
1437,A29B37,A29,B37,Inactive,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,41,91,
1438,A29B38,A29,B38,Not Made,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,9,24,0,
1439,A29B39,A29,B39,4,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,43,93,
1440,A29B40,A29,B40,Not Made,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,25,0,
1441,A29B41,A29,B41,6.2,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,11,97,
1442,A29B42,A29,B42,4.7,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,9,36,96,
1443,A29B43,A29,B43,5.3,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,9,19,>98,
1444,A29B44,A29,B44,4.2,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,28,98,
1445,A29B45,A29,B45,Not Made,NC(=O)C[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,9,30,75,
1446,A29B46,A29,B46,Inactive,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,39,>98,
1447,A29B47,A29,B47,4.1,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,31,97,
1448,A29B48,A29,B48,6.3,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,7,>98,
1449,A29B49,A29,B49,4.3,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,46,98,
1450,A29B50,A29,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)N)C(=O)O,9,49,,
1451,A30B01,A30,B01,5.6,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)c3ccccc3,17,12,>98,
1452,A30B02,A30,B02,6.5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)c3ccccc3,17,5,>98,
1453,A30B03,A30,B03,4.7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)c3ccccc3,17,16,>98,
1454,A30B04,A30,B04,Assay Failed,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,9,>98,Gen-10
1455,A30B05,A30,B05,4.7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)c5ccccc5,17,32,95,
1456,A30B06,A30,B06,Assay Failed,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)c5ccccc5,17,37,98,
1457,A30B07,A30,B07,Assay Failed,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,1,>98,
1458,A30B08,A30,B08,4.7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)c3ccccc3,17,33,>98,
1459,A30B09,A30,B09,4.7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)c3ccccc3,17,23,>98,
1460,A30B10,A30,B10,4.9,Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,22,>98,
1461,A30B11,A30,B11,5.3,CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,17,>98,
1462,A30B12,A30,B12,5.6,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(F)c2)c3ccccc3,17,18,>98,
1463,A30B13,A30,B13,4,COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,44,>98,
1464,A30B14,A30,B14,4.4,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Cl)c3ccccc3,17,26,>98,
1465,A30B15,A30,B15,5.1,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2F)c3ccccc3,17,20,>98,
1466,A30B16,A30,B16,4.1,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,29,>98,
1467,A30B17,A30,B17,5.7,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,14,97,
1468,A30B18,A30,B18,7.4,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,3,98,
1469,A30B19,A30,B19,6.4,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,4,95,
1470,A30B20,A30,B20,6.4,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3ccccc3)c(F)c2)c4ccccc4,17,6,98,
1471,A30B21,A30,B21,5.2,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2Oc3ccccc3)c4ccccc4,17,34,>98,
1472,A30B22,A30,B22,Not Made,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,42,85,
1473,A30B23,A30,B23,5.9,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)c4ccccc4,17,15,>98,
1474,A30B24,A30,B24,4.6,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,38,>98,
1475,A30B25,A30,B25,7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)c3ccccc3,17,2,95,
1476,A30B26,A30,B26,4,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)c3ccccc3,17,50,91,
1477,A30B27,A30,B27,6.1,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,8,95,
1478,A30B28,A30,B28,4.8,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)c3ccccc3,17,45,95,
1479,A30B29,A30,B29,4.4,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,35,92,
1480,A30B30,A30,B30,Not Made,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)c3ccccc3,17,10,69,
1481,A30B31,A30,B31,5.3,COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,21,>98,
1482,A30B32,A30,B32,Inactive,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)c4ccccc4,17,48,>98,
1483,A30B33,A30,B33,5.9,OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,13,94,
1484,A30B34,A30,B34,4.5,COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3)C(C)C,17,40,>98,
1485,A30B35,A30,B35,5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)c5ccccc5,17,27,91,
1486,A30B36,A30,B36,Inactive,COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,47,90,
1487,A30B37,A30,B37,Assay Failed,COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,41,>98,
1488,A30B38,A30,B38,4.5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)c3ccccc3,17,24,95,
1489,A30B39,A30,B39,3.9,CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,43,96,
1490,A30B40,A30,B40,4.6,NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,25,96,
1491,A30B41,A30,B41,6.1,COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,11,>98,
1492,A30B42,A30,B42,4.9,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)c4ccccc4,17,36,97,
1493,A30B43,A30,B43,5.3,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)c3ccccc3,17,19,>98,
1494,A30B44,A30,B44,4.6,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccccc3,17,28,>98,
